Course,Professor,Slot type,Student's class,Student's type,Visit duration (in minutes),Date (of the appointment/visit),Status (of the appointment/visit),
MATH 113,Paul Johanson,OneToOne,Sophomore,OnCampus,71.86,9/29/2021 11:30,Attended,
MATH 221A,Jerry Hatch,OneToOne,Junior,Online,60,9/29/2021 11:15,Missed,Math Study Center (Face-To-Face and Remote)
MATH 108X,Curtis Nelson,OneToOne,Sophomore,OnCampus,60,9/29/2021 10:45,Attended,
MATH 110X,Richard Pieper,OneToOne,Sophomore,OnCampus,60,9/29/2021 10:30,Attended,
MATH 215,Pete Sallay,OneToOne,Senior,OnCampus,60,9/29/2021 10:15,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221B,Kristin Cook,OneToOne,NonMatriculated,OnCampus,60,9/29/2021 10:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/29/2021 10:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/29/2021 9:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Elaine Wagner,OneToOne,Freshman,OnCampus,0,9/28/2021 20:00,Attended,
MATH 108X,Jessica Price,OneToOne,Junior,Online,60,9/28/2021 19:20,Attended,
MATH 108X,Kasey Halling,OneToOne,Senior,Online,60,9/28/2021 19:20,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 215,Troy Goodsell,OneToOne,Senior,OnCampus,49,9/28/2021 18:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Junior,OnCampus,60,9/28/2021 18:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,60,9/28/2021 18:00,Attended,
MATH 215,Troy Goodsell,OneToOne,Sophomore,OnCampus,60,9/28/2021 17:45,Attended,
PC Math,,OneToOne,,Pathway,60,9/28/2021 17:40,Attended,
PC Math,,OneToOne,,Pathway,60,9/28/2021 17:40,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 111,Brad Garner,OneToOne,Sophomore,OnCampus,60,9/28/2021 17:30,Attended,
MATH 112X,Elaine Wagner,OneToOne,Junior,OnCampus,60,9/28/2021 17:30,Attended,
MATH 112X,Elaine Wagner,OneToOne,Junior,OnCampus,60,9/28/2021 17:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 215,Troy Goodsell,OneToOne,Senior,OnCampus,60,9/28/2021 17:10,Attended,
MATH 215,Troy Goodsell,OneToOne,Senior,OnCampus,60,9/28/2021 17:10,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/28/2021 17:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 215,Troy Goodsell,OneToOne,Senior,OnCampus,60,9/28/2021 17:00,Attended,
MATH 109,John Snell,OneToOne,Freshman,OnCampus,60,9/28/2021 17:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,60,9/28/2021 17:00,Attended,
MATH 110X,Heidi Turner,OneToOne,Sophomore,OnCampus,60,9/28/2021 16:40,Attended,
MATH 221A,Craig Johnson,OneToOne,Sophomore,OnCampus,60,9/28/2021 16:30,Attended,
MATH 215,Troy Goodsell,OneToOne,Sophomore,OnCampus,60,9/28/2021 16:30,Attended,
MATH 215,Greg Cameron,OneToOne,Sophomore,OnCampus,60,9/28/2021 16:05,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Matthew Lewis,OneToOne,Junior,OnCampus,60,9/28/2021 16:00,Attended,
MATH 215,Troy Goodsell,OneToOne,Freshman,OnCampus,60,9/28/2021 16:00,Attended,
MATH 221B,Ryan Cromar,OneToOne,Freshman,OnCampus,63,9/28/2021 16:00,Attended,
MATH 112X,Katrina Johnson,OneToOne,Junior,OnCampus,60,9/28/2021 16:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 109,Heather Potter,OneToOne,Junior,OnCampus,60,9/28/2021 15:45,Unresolved,Math Study Center (Face-To-Face and Remote)
MATH 110X,Richard Pieper,OneToOne,Freshman,OnCampus,60,9/28/2021 15:30,Attended,
MATH 221C,Andy Newey,OneToOne,Senior,Online,60,9/28/2021 15:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221C,Chelsa Tuddenham,OneToOne,Senior,Online,60,9/28/2021 15:30,Attended,
MATH 221A,Jerry Hatch,OneToOne,Junior,Online,59,9/28/2021 15:15,Attended,
MATH 215,Troy Goodsell,OneToOne,Sophomore,OnCampus,60,9/28/2021 15:15,Attended,
MATH 111,Brad Garner,OneToOne,Sophomore,OnCampus,60,9/28/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221A,Emily Walsh,OneToOne,Sophomore,OnCampus,49,9/28/2021 15:00,Attended,
MATH 221B,Evan Papa,OneToOne,Senior,Online,60,9/28/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Rich Llewellyn,OneToOne,Senior,OnCampus,60,9/28/2021 15:00,Attended,
MATH 109,Heather Potter,OneToOne,Junior,OnCampus,60,9/28/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Erin Summers,OneToOne,Senior,OnCampus,60,9/28/2021 15:00,Attended,
MATH 221C,Rachelle Wilkinson,OneToOne,Junior,Online,60,9/28/2021 15:00,Attended,
MATH 221C,Lance Milner,OneToOne,Junior,Online,52,9/28/2021 15:00,Attended,
MATH 221C,Rachelle Wilkinson,OneToOne,Sophomore,OnCampus,60,9/28/2021 15:00,Attended,
MATH 108X,Carrie Garner,OneToOne,Freshman,OnCampus,90,9/28/2021 14:30,Attended,
MATH 221C,Lance Milner,OneToOne,Senior,Online,60,9/28/2021 14:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/28/2021 14:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 108X,Matt Webb,OneToOne,Freshman,OnCampus,0,9/28/2021 14:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Sophomore,OnCampus,60,9/28/2021 14:00,Attended,
MATH 111,Brad Garner,OneToOne,Sophomore,OnCampus,60,9/28/2021 14:00,Attended,
MATH 221C,Andy Newey,OneToOne,Senior,Online,60,9/28/2021 14:00,Attended,
MATH 112X,Katrina Johnson,OneToOne,Freshman,OnCampus,30,9/28/2021 14:00,Attended,
MATH 341,John Sinkovic,OneToOne,Junior,OnCampus,60,9/28/2021 14:00,Unresolved,Math Study Center (Face-To-Face and Remote)
MATH 221B,Evan Papa,OneToOne,Senior,Online,60,9/28/2021 13:45,Attended,
MATH 110X,Richard Pieper,OneToOne,Freshman,OnCampus,60,9/28/2021 13:30,Attended,
MATH 341,John Sinkovic,OneToOne,Junior,OnCampus,60,9/28/2021 12:45,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 205,Matt Webb,OneToOne,Freshman,OnCampus,20,9/28/2021 12:45,Attended,
MATH 108X,Daris Howard,OneToOne,Freshman,OnCampus,20,9/28/2021 12:45,Attended,
PC Math,,OneToOne,,Pathway,60,9/28/2021 12:45,Missed,Math Study Center (Face-To-Face and Remote)
MATH 221C,Garrett Saunders,OneToOne,Freshman,OnCampus,60,9/28/2021 12:30,Attended,
MATH 100B,Alisha Oldroyd,OneToOne,Freshman,OnCampus,60,9/28/2021 12:30,Attended,
MATH 113,Paul Johanson,OneToOne,Sophomore,OnCampus,60,9/28/2021 11:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Alisa VanOrden,OneToOne,Freshman,OnCampus,60,9/28/2021 11:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221A,Emily Walsh,OneToOne,Sophomore,OnCampus,60,9/28/2021 11:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Rich Llewellyn,OneToOne,Senior,OnCampus,60,9/28/2021 10:45,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Rich Llewellyn,OneToOne,Senior,OnCampus,60,9/28/2021 10:45,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 215,Troy Goodsell,OneToOne,Junior,OnCampus,60,9/28/2021 10:20,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/28/2021 10:15,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Katrina Johnson,OneToOne,Sophomore,OnCampus,60,9/28/2021 10:15,Attended,
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/28/2021 10:15,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 215,Troy Goodsell,OneToOne,Sophomore,OnCampus,0.13,9/28/2021 10:15,Unresolved,Math Study Center (Face-To-Face and Remote)
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/28/2021 10:00,Attended,
MATH 215,Pete Sallay,OneToOne,Senior,OnCampus,60,9/28/2021 9:15,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 110X,Richard Pieper,OneToOne,Sophomore,OnCampus,60,9/28/2021 9:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 341,John Sinkovic,OneToOne,Senior,OnCampus,60,9/28/2021 9:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/28/2021 9:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 111,Brad Garner,OneToOne,Sophomore,OnCampus,105,9/27/2021 20:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,30,9/27/2021 20:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,30,9/27/2021 20:00,Attended,
MATH 101,Carol Baldwin,OneToOne,Sophomore,Online,60,9/27/2021 20:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,30,9/27/2021 19:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,30,9/27/2021 19:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,30,9/27/2021 19:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 109,John Snell,OneToOne,Freshman,OnCampus,60,9/27/2021 18:30,Attended,
MATH 316,Dave Brown,OneToOne,Senior,OnCampus,60,9/27/2021 18:15,Attended,
MATH 110X,Heidi Turner,OneToOne,Sophomore,OnCampus,60,9/27/2021 17:40,Attended,
MATH 316,Dave Brown,OneToOne,Senior,OnCampus,60,9/27/2021 17:10,Attended,
MATH 100A,Daniel Baird,OneToOne,Freshman,OnCampus,60,9/27/2021 17:00,Attended,
MATH 221C,Rachelle Wilkinson,OneToOne,Senior,Online,32,9/27/2021 17:00,Attended,
MATH 109,Ben Woodruff,OneToOne,Sophomore,OnCampus,32,9/27/2021 17:00,Attended,
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/27/2021 16:30,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/27/2021 16:30,Attended,
MATH 316,Dave Brown,OneToOne,Senior,OnCampus,61,9/27/2021 16:05,Attended,
MATH 316,Dave Brown,OneToOne,Senior,OnCampus,60,9/27/2021 16:05,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 109,Michal Ramos,OneToOne,Freshman,OnCampus,66.09,9/27/2021 15:30,Attended,
MATH 110X,Richard Pieper,OneToOne,Freshman,OnCampus,60,9/27/2021 15:15,Attended,
MATH 112X,Tim Goodwill,OneToOne,Sophomore,OnCampus,60,9/27/2021 15:00,Attended,
MATH 215,Pete Sallay,OneToOne,Senior,OnCampus,60,9/27/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Rich Llewellyn,OneToOne,Senior,OnCampus,60,9/27/2021 14:40,Attended,
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,30,9/27/2021 14:30,Attended,
MATH 108X,Rebecca Struve,OneToOne,Sophomore,Online,60,9/27/2021 14:10,Attended,
MATH 221C,Rachelle Wilkinson,OneToOne,Senior,Online,60,9/27/2021 14:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Kristin Ballou,OneToOne,Freshman,OnCampus,0,9/27/2021 14:00,Attended,
MATH 108X,John Sinkovic,OneToOne,Sophomore,OnCampus,60,9/27/2021 13:40,Attended,
MATH 100B,Rachel Hurst,OneToOne,Freshman,OnCampus,60,9/27/2021 13:00,Attended,
MATH 221B,Evan Papa,OneToOne,Senior,Online,45,9/27/2021 13:00,Attended,
MATH 112X,Matthew Lewis,OneToOne,Junior,OnCampus,60,9/27/2021 12:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221C,Lance Milner,OneToOne,Junior,Online,45,9/27/2021 12:15,Attended,
MATH 221B,Kristin Cook,OneToOne,Junior,OnCampus,60,9/27/2021 12:00,Attended,
MATH 109,David Stohel,OneToOne,Sophomore,OnCampus,60,9/27/2021 11:30,Attended,
MATH 113,Paul Johanson,OneToOne,Sophomore,OnCampus,45,9/27/2021 11:30,Attended,
MATH 108X,Paul Cannon,OneToOne,Freshman,OnCampus,60,9/27/2021 11:30,Attended,
MATH 100B,Alisha Oldroyd,OneToOne,Freshman,OnCampus,60,9/27/2021 11:30,Attended,
MATH 215,Troy Goodsell,OneToOne,Sophomore,OnCampus,60,9/27/2021 10:15,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/27/2021 10:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/27/2021 9:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/25/2021 21:00,Attended,
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/25/2021 20:00,Attended,
PC Math,,OneToOne,,Pathway,120,9/25/2021 18:15,Attended,
PC Math,,OneToOne,,Pathway,120,9/25/2021 18:15,Attended,
MATH 221B,Michelle Withers,OneToOne,Senior,Online,60,9/25/2021 18:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/25/2021 17:10,Cancelled,Math Study Center (Face-To-Face and Remote)
PC Math,,OneToOne,,Pathway,60,9/25/2021 17:10,Attended,
MATH 221C,Melanie Kennelly,OneToOne,Junior,OnCampus,60,9/25/2021 17:00,Attended,
MATH 109,Michal Ramos,OneToOne,Junior,OnCampus,60,9/25/2021 17:00,Attended,
PC Math,,OneToOne,,Pathway,60,9/25/2021 16:05,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 108X,Lynda Unsicker,OneToOne,Sophomore,Online,60,9/25/2021 16:00,Attended,
MATH 221B,Brett Amidan,OneToOne,Sophomore,OnCampus,60,9/25/2021 16:00,Attended,
MATH 109,Michal Ramos,OneToOne,Junior,OnCampus,60,9/25/2021 16:00,Missed,Math Study Center (Face-To-Face and Remote)
PC Math,,OneToOne,,Pathway,60,9/25/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 109,Michal Ramos,OneToOne,Senior,OnCampus,60,9/25/2021 15:00,Attended,
MATH 108X,Ryan Warr,OneToOne,Freshman,OnCampus,29,9/25/2021 15:00,Attended,
MATH 112X,Katrina Johnson,OneToOne,Sophomore,OnCampus,60,9/25/2021 14:00,Attended,
MATH 112X,Katrina Johnson,OneToOne,Sophomore,OnCampus,67.58,9/25/2021 13:00,Attended,
MATH 108X,Jessica Price,OneToOne,Junior,Online,60,9/25/2021 13:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 110X,Richard Pieper,OneToOne,Freshman,OnCampus,60,9/25/2021 12:45,Attended,
PC Math,,OneToOne,,Pathway,60,9/25/2021 12:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Sophomore,OnCampus,60,9/25/2021 12:00,Attended,
MATH 316,Dave Brown,OneToOne,Sophomore,OnCampus,60,9/25/2021 11:00,Attended,
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/25/2021 11:00,Attended,
MATH 110X,Richard Pieper,OneToOne,Junior,OnCampus,60,9/25/2021 11:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,62,9/25/2021 11:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,60,9/25/2021 10:00,Attended,
MATH 112X,Matthew Lewis,OneToOne,Junior,OnCampus,60,9/25/2021 10:00,Attended,
MATH 100B,Alisha Oldroyd,OneToOne,Freshman,OnCampus,120,9/25/2021 10:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Alisha Oldroyd,OneToOne,Freshman,OnCampus,120,9/25/2021 10:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 101,Daniel Baird,OneToOne,Sophomore,OnCampus,60,9/25/2021 10:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/25/2021 9:35,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/25/2021 9:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/25/2021 9:00,Attended,
MATH 108X,Ryan Warr,OneToOne,Freshman,OnCampus,60,9/25/2021 9:00,Attended,
PC Math,,OneToOne,,Pathway,60,9/25/2021 9:00,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/25/2021 8:30,Attended,
MATH 109,Heather Potter,OneToOne,Junior,Online,60,9/25/2021 8:00,Attended,
MATH 119,Ben Woodruff,OneToOne,Junior,OnCampus,60,9/24/2021 21:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,30,9/24/2021 20:00,Attended,
PC Math,,OneToOne,,Pathway,60,9/24/2021 19:35,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 110X,Heidi Turner,OneToOne,Freshman,OnCampus,60,9/24/2021 19:30,Attended,
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,30,9/24/2021 19:30,Attended,
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,30,9/24/2021 19:00,Attended,
MATH 111,Ian Wagner,OneToOne,Sophomore,OnCampus,60,9/24/2021 19:00,Attended,
MATH 110X,Richard Pieper,OneToOne,Junior,OnCampus,60,9/24/2021 18:30,Attended,
MATH 112X,Katrina Johnson,OneToOne,Junior,OnCampus,60,9/24/2021 18:00,Attended,
MATH 221C,Rachelle Wilkinson,OneToOne,Senior,Online,60,9/24/2021 18:00,Attended,
MATH 325,Ryan Cromar,OneToOne,Senior,OnCampus,68,9/24/2021 18:00,Attended,
MATH 101,Daniel Baird,OneToOne,Sophomore,OnCampus,0,9/24/2021 17:30,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/24/2021 17:30,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221C,Lance Milner,OneToOne,Sophomore,OnCampus,0.17,9/24/2021 17:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Matthew Lewis,OneToOne,Sophomore,OnCampus,60,9/24/2021 17:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/24/2021 17:00,Attended,
MATH 425,Garrett Saunders,OneToOne,Senior,OnCampus,60,9/24/2021 17:00,Attended,
MATH 110X,Richard Pieper,OneToOne,Freshman,OnCampus,60,9/24/2021 16:30,Attended,
MATH 112X,Erin Summers,OneToOne,Senior,OnCampus,60,9/24/2021 16:05,Attended,
MATH 221C,Melanie Kennelly,OneToOne,Junior,OnCampus,50,9/24/2021 16:00,Attended,
MATH 108X,Randal Wagner,OneToOne,Sophomore,Online,66,9/24/2021 16:00,Attended,
MATH 109,Brad Garner,OneToOne,Freshman,OnCampus,60,9/24/2021 16:00,Attended,
MATH 108X,Sandra Balmforth,OneToOne,Sophomore,OnCampus,60,9/24/2021 15:20,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,36,9/24/2021 15:15,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,0,9/24/2021 15:00,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/24/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 109,Heather Potter,OneToOne,Junior,Online,60,9/24/2021 15:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 330,Sahar Qumsiyeh,OneToOne,Sophomore,OnCampus,60,9/24/2021 14:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/24/2021 14:00,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/24/2021 14:00,Attended,
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,60,9/24/2021 14:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 111,Ian Wagner,OneToOne,Sophomore,OnCampus,60,9/24/2021 13:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 109,Brad Garner,OneToOne,Freshman,OnCampus,60,9/24/2021 13:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Daniel Baird,OneToOne,Freshman,OnCampus,60,9/24/2021 13:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 100A,Daniel Baird,OneToOne,Freshman,OnCampus,60,9/24/2021 12:30,Unresolved,Math Study Center (Face-To-Face and Remote)
MATH 221A,Jerry Hatch,OneToOne,Junior,Online,60,9/24/2021 12:30,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/24/2021 12:00,Attended,
MATH 221A,Blake Parkinson,OneToOne,Sophomore,Online,60,9/24/2021 12:00,Missed,Math Study Center (Face-To-Face and Remote)
MATH 108X,Kent Bessey,OneToOne,Freshman,OnCampus,60,9/24/2021 12:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221A,Blake Parkinson,OneToOne,Sophomore,Online,60,9/24/2021 12:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,32,9/24/2021 11:30,Attended,
PC Math,,OneToOne,,Pathway,60,9/24/2021 11:30,Missed,Math Study Center (Face-To-Face and Remote)
MATH 113,Paul Johanson,OneToOne,Sophomore,OnCampus,58.1,9/24/2021 11:30,Attended,
MATH 108X,Kent Bessey,OneToOne,Freshman,OnCampus,64,9/24/2021 11:25,Attended,
MATH 221B,Kristin Cook,OneToOne,Junior,OnCampus,60,9/24/2021 11:15,Attended,
MATH 316,Dave Brown,OneToOne,Sophomore,OnCampus,60,9/24/2021 11:00,Attended,
MATH 110X,Richard Pieper,OneToOne,Junior,OnCampus,60,9/24/2021 11:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 111,Brad Garner,OneToOne,Sophomore,OnCampus,60,9/24/2021 10:45,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 110X,Richard Pieper,OneToOne,Junior,OnCampus,60,9/24/2021 10:45,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 100B,Carol Ashcraft,OneToOne,Freshman,OnCampus,60,9/24/2021 10:30,Unresolved,Math Study Center (Face-To-Face and Remote)
MATH 316,Dave Brown,OneToOne,Sophomore,OnCampus,60,9/24/2021 10:00,Attended,
MATH 108X,Paul Cannon,OneToOne,Freshman,OnCampus,60,9/24/2021 10:00,Attended,
MATH 108X,Jenny Zollinger,OneToOne,Freshman,Online,60,9/24/2021 10:00,Attended,
MATH 221B,Evan Papa,OneToOne,Senior,Online,60,9/24/2021 10:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/24/2021 9:00,Unresolved,Math Study Center (Face-To-Face and Remote)
MATH 112X,Tim Goodwill,OneToOne,Freshman,OnCampus,60,9/24/2021 9:00,Attended,
MATH 101,Daniel Baird,OneToOne,Freshman,OnCampus,60,9/24/2021 9:00,Attended,
MATH 110X,Richard Pieper,OneToOne,Sophomore,OnCampus,30,9/24/2021 9:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/24/2021 9:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 109,David Stohel,OneToOne,Sophomore,OnCampus,66,9/24/2021 9:00,Attended,
MATH 108X,Shelley Bowman,OneToOne,Senior,Online,60,9/24/2021 8:00,Attended,
MATH 100B,Daniel Baird,OneToOne,Sophomore,OnCampus,60,9/24/2021 7:45,Attended,
MATH 109,Susan Orme,OneToOne,Freshman,OnCampus,60,9/23/2021 22:00,Attended,
MATH 108X,Brenlyn Rodabough,OneToOne,Senior,OnCampus,60,9/23/2021 22:00,Attended,
MATH 108X,Brenlyn Rodabough,OneToOne,Senior,OnCampus,60,9/23/2021 21:00,Attended,
MATH 119,Ben Woodruff,OneToOne,Junior,OnCampus,60,9/23/2021 21:00,Attended,
MATH 221C,Rachelle Wilkinson,OneToOne,Junior,Online,60,9/23/2021 20:00,Attended,
MATH 109,John Snell,OneToOne,Freshman,OnCampus,60,9/23/2021 19:35,Attended,
MATH 221C,Melanie Kennelly,OneToOne,Sophomore,OnCampus,60,9/23/2021 18:45,Attended,
MATH 109,John Snell,OneToOne,Freshman,OnCampus,60,9/23/2021 18:30,Attended,
MATH 425,Garrett Saunders,OneToOne,Junior,OnCampus,60,9/23/2021 18:00,Attended,
PC Math,,OneToOne,,Pathway,60,9/23/2021 17:30,Attended,
MATH 109,Brad Garner,OneToOne,Freshman,OnCampus,60,9/23/2021 17:15,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 215,Pete Sallay,OneToOne,Junior,OnCampus,60,9/23/2021 17:15,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 221C,Daniel Balls,OneToOne,Senior,Online,33,9/23/2021 17:00,Attended,
MATH 330,Sahar Qumsiyeh,OneToOne,Senior,OnCampus,60,9/23/2021 17:00,Attended,
MATH 221B,Brett Amidan,OneToOne,Senior,OnCampus,60,9/23/2021 17:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 101,Elizabeth Crisp,OneToOne,Freshman,OnCampus,1,9/23/2021 16:40,Attended,
MATH 221B,Michelle Withers,OneToOne,NonMatriculated,OnCampus,60,9/23/2021 16:30,Cancelled,Math Study Center (Face-To-Face and Remote)
PC Math,,OneToOne,,Pathway,60,9/23/2021 16:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 112X,Erin Summers,OneToOne,Senior,OnCampus,60,9/23/2021 16:00,Cancelled,Math Study Center (Face-To-Face and Remote)
MATH 108X,Kent Bessey,OneToOne,Freshman,OnCampus,0,9/23/2021 16:00,Attended,
